day,p2.5,p5,p25,p50,p75,p95,p97.5
1127,0.176276,0.195729,0.263781,0.329954,0.417291,0.560645,0.617399
1128,0.175118,0.196141,0.263044,0.331243,0.417107,0.556719,0.613518
1129,0.174509,0.196458,0.263075,0.330658,0.417749,0.558064,0.609743
1130,0.174386,0.196053,0.263386,0.331498,0.417651,0.559047,0.609876
1131,0.172798,0.196137,0.262511,0.330606,0.417401,0.560079,0.610952
1132,0.173139,0.196114,0.262690,0.329817,0.418840,0.560816,0.611995
1133,0.172486,0.195766,0.262390,0.329810,0.417789,0.560923,0.616906
1134,0.173483,0.195040,0.262742,0.329868,0.416536,0.559137,0.614001
1135,0.172834,0.194878,0.262721,0.330151,0.416600,0.560547,0.615709
1136,0.172431,0.194281,0.262719,0.330551,0.416262,0.561284,0.613096
1137,0.173074,0.195426,0.262613,0.329680,0.417707,0.557719,0.616344
1138,0.172653,0.195532,0.263182,0.330253,0.416460,0.556963,0.615019
1139,0.171740,0.194305,0.262547,0.330088,0.417326,0.557264,0.615437
1140,0.171066,0.194714,0.262294,0.329976,0.416825,0.557794,0.616368
1141,0.170297,0.195433,0.262425,0.329246,0.417572,0.558633,0.616806
1142,0.171732,0.194308,0.262218,0.329957,0.417868,0.555192,0.618167
1143,0.171744,0.194844,0.262237,0.330208,0.417382,0.555137,0.614649
1144,0.172004,0.194915,0.261396,0.329719,0.417444,0.556069,0.616608
1145,0.172863,0.195235,0.261614,0.329433,0.416372,0.556289,0.615470
1146,0.172248,0.195160,0.261887,0.329632,0.417627,0.555252,0.617453
1147,0.171763,0.194230,0.261680,0.330096,0.417325,0.553447,0.614807
1148,0.171305,0.194682,0.261276,0.329920,0.417465,0.554806,0.615639
1149,0.171079,0.193657,0.261425,0.330200,0.416115,0.558424,0.617346
1150,0.170860,0.193059,0.261099,0.329957,0.415596,0.556003,0.616096
1151,0.170520,0.192750,0.261359,0.330210,0.415758,0.555594,0.619038
1152,0.170793,0.193120,0.262173,0.331764,0.416157,0.555633,0.615927
1153,0.169646,0.192823,0.262243,0.330679,0.416929,0.557562,0.616674
1154,0.169155,0.192638,0.262340,0.330691,0.415393,0.557420,0.618035
1155,0.169159,0.191270,0.262113,0.330636,0.415033,0.559176,0.618130
1156,0.169882,0.191704,0.262342,0.330194,0.415033,0.557236,0.619758
1157,0.169456,0.191311,0.262508,0.330034,0.414858,0.558825,0.622407
1158,0.169548,0.192014,0.262351,0.329109,0.413514,0.558614,0.619200
1159,0.168455,0.191480,0.263039,0.329140,0.414158,0.558115,0.621118
1160,0.168583,0.191904,0.261982,0.328806,0.414863,0.556396,0.616501
1161,0.168682,0.193245,0.262082,0.328972,0.414361,0.555453,0.618190
1162,0.168869,0.191863,0.262848,0.328383,0.414853,0.554839,0.614929
1163,0.168679,0.191899,0.262938,0.328059,0.414060,0.557148,0.618483
1164,0.169695,0.191998,0.262429,0.328082,0.413777,0.556573,0.617086
1165,0.169885,0.191993,0.263012,0.327188,0.415173,0.555976,0.615963
1166,0.169734,0.191494,0.262173,0.327088,0.415605,0.554650,0.610212
1167,0.170234,0.191493,0.262504,0.327966,0.414968,0.553532,0.610805
1168,0.169874,0.191469,0.262828,0.327450,0.414796,0.553678,0.611205
1169,0.169936,0.190765,0.262464,0.327867,0.414673,0.555086,0.613345
1170,0.169011,0.190105,0.262253,0.328031,0.414735,0.555026,0.611891
1171,0.168903,0.190441,0.261814,0.327977,0.415752,0.553251,0.610313
1172,0.169794,0.189796,0.261700,0.327742,0.415588,0.548797,0.611860
1173,0.168383,0.189367,0.261741,0.327741,0.414820,0.551625,0.618989
1174,0.168014,0.189726,0.262263,0.326903,0.414510,0.551644,0.619884
1175,0.168464,0.189816,0.262119,0.327403,0.413140,0.551011,0.618854
1176,0.169095,0.189492,0.261809,0.327635,0.413947,0.550886,0.616842
1177,0.169550,0.188499,0.262643,0.327896,0.413127,0.551840,0.620761
1178,0.167427,0.187840,0.262336,0.327699,0.412526,0.552233,0.620365
1179,0.167446,0.188160,0.263128,0.327582,0.413069,0.552235,0.618557
1180,0.168936,0.187621,0.262904,0.327256,0.412519,0.552561,0.618382
1181,0.167858,0.188422,0.262818,0.328355,0.412145,0.554117,0.617529
1182,0.168508,0.188298,0.262557,0.327680,0.411759,0.552932,0.612889
1183,0.168900,0.188077,0.262872,0.327706,0.410719,0.555314,0.614448
1184,0.168869,0.188692,0.262526,0.328607,0.411379,0.555818,0.611954
1185,0.169095,0.187863,0.262710,0.328485,0.412695,0.557568,0.613144
1186,0.169618,0.187322,0.261721,0.328250,0.413030,0.557330,0.610291
1187,0.168660,0.187002,0.261423,0.328321,0.412826,0.559420,0.612504
1188,0.168661,0.186879,0.261618,0.328115,0.412855,0.560079,0.613393
1189,0.169052,0.187217,0.260752,0.328555,0.411711,0.557541,0.613478
1190,0.169200,0.187116,0.261010,0.328067,0.411182,0.558807,0.613278
1191,0.169718,0.186013,0.261349,0.328456,0.412203,0.559484,0.614213
1192,0.169210,0.186230,0.261214,0.328564,0.412541,0.559958,0.615469
1193,0.170474,0.186189,0.260448,0.328469,0.412716,0.559584,0.615202
1194,0.169879,0.185870,0.260801,0.328383,0.412403,0.558780,0.616330
1195,0.170511,0.186267,0.260889,0.328012,0.413262,0.558090,0.617005
1196,0.170059,0.186526,0.259954,0.326983,0.411225,0.558587,0.614425
1197,0.169744,0.186628,0.259570,0.326832,0.411940,0.560861,0.612596
1198,0.170579,0.186299,0.259829,0.326880,0.411128,0.559411,0.612518
1199,0.169525,0.185942,0.259553,0.326886,0.410405,0.559181,0.608875
1200,0.168682,0.184617,0.260075,0.327180,0.411206,0.559235,0.613116
1201,0.168782,0.184597,0.259442,0.327742,0.410610,0.560834,0.613504
1202,0.168860,0.183330,0.259548,0.328496,0.410649,0.560224,0.614119
1203,0.168169,0.183410,0.259225,0.328438,0.409242,0.558279,0.615332
1204,0.167929,0.183160,0.259869,0.328328,0.409359,0.561368,0.616408
1205,0.167313,0.184253,0.260340,0.328399,0.410478,0.559738,0.618537
1206,0.167474,0.184191,0.260150,0.328221,0.409904,0.559277,0.619843
1207,0.167242,0.183701,0.259922,0.327705,0.410020,0.560776,0.617082
1208,0.166587,0.184025,0.260027,0.328114,0.410726,0.559674,0.614826
1209,0.166602,0.183372,0.260187,0.327013,0.410800,0.558797,0.618119
1210,0.165815,0.183861,0.260145,0.327215,0.410601,0.560299,0.612900
1211,0.165302,0.183631,0.260325,0.326612,0.410017,0.558750,0.614773
1212,0.165582,0.183114,0.260420,0.326032,0.410468,0.556756,0.609802
1213,0.165546,0.183257,0.260368,0.326776,0.410532,0.558770,0.611425
1214,0.166013,0.182873,0.259414,0.326646,0.411624,0.558887,0.608890
1215,0.166627,0.182344,0.259314,0.326333,0.411647,0.558730,0.609951
1216,0.166823,0.182173,0.259759,0.326718,0.412105,0.561786,0.611489
1217,0.166515,0.181637,0.259276,0.328341,0.412910,0.558074,0.609877
1218,0.166377,0.181664,0.259309,0.327712,0.412000,0.558713,0.610115
1219,0.166287,0.182014,0.259445,0.327738,0.412409,0.559678,0.610379
1220,0.167142,0.181852,0.258407,0.327512,0.412156,0.558700,0.612588
1221,0.167246,0.181542,0.258203,0.328641,0.410915,0.557370,0.610978
1222,0.167322,0.181775,0.258382,0.328250,0.410790,0.561140,0.610339
1223,0.167933,0.182355,0.257806,0.327817,0.410372,0.561019,0.613142
1224,0.167099,0.181986,0.258185,0.326956,0.410202,0.560309,0.612492
1225,0.166017,0.182157,0.257658,0.327454,0.409817,0.556304,0.611150
1226,0.165675,0.182031,0.257318,0.326755,0.410152,0.557702,0.610007
1227,0.167132,0.181459,0.256860,0.326877,0.409448,0.557262,0.613764
1228,0.166462,0.182082,0.255508,0.326648,0.409154,0.558595,0.611152
1229,0.166325,0.181665,0.256048,0.326367,0.409941,0.559832,0.611163
1230,0.166794,0.182726,0.256760,0.326397,0.410118,0.557383,0.612239
1231,0.166589,0.182300,0.256527,0.325597,0.409316,0.559762,0.614100
1232,0.166502,0.182819,0.256213,0.325926,0.409165,0.560690,0.613814
1233,0.165728,0.182927,0.256307,0.326404,0.408086,0.562713,0.614682
1234,0.165973,0.182797,0.256149,0.326214,0.408011,0.563927,0.613777
1235,0.164763,0.181880,0.256408,0.325754,0.408128,0.562417,0.616991
1236,0.165784,0.181722,0.255069,0.324903,0.408794,0.561172,0.617299
1237,0.165684,0.181824,0.255048,0.325234,0.408226,0.561303,0.617572
1238,0.164562,0.181562,0.254686,0.323914,0.408539,0.562594,0.619545
1239,0.164589,0.181271,0.254237,0.325031,0.407845,0.563273,0.618592
1240,0.165140,0.180696,0.253759,0.324447,0.407936,0.562757,0.617237
1241,0.164864,0.180837,0.253957,0.324514,0.406926,0.562019,0.617271
1242,0.165038,0.180744,0.254058,0.325294,0.407711,0.562044,0.615875
1243,0.163941,0.180987,0.253609,0.325295,0.408152,0.561376,0.614001
1244,0.164197,0.181427,0.254092,0.325066,0.407273,0.560366,0.616775
1245,0.164473,0.181761,0.253347,0.325027,0.407008,0.560833,0.615546
1246,0.164235,0.181054,0.253497,0.325009,0.405840,0.560708,0.615516
1247,0.163950,0.181406,0.254198,0.323950,0.406352,0.561030,0.618324
1248,0.163809,0.181480,0.253754,0.324145,0.406385,0.562927,0.616559
1249,0.163802,0.181788,0.253927,0.324559,0.406787,0.564162,0.618378
1250,0.163089,0.182102,0.253095,0.324420,0.407068,0.561237,0.619089
1251,0.163448,0.181055,0.253977,0.324886,0.406361,0.560486,0.623393
1252,0.162735,0.181209,0.252763,0.324490,0.407808,0.559246,0.618321
1253,0.161855,0.181162,0.252822,0.324180,0.406773,0.558363,0.614961
1254,0.161361,0.181258,0.252694,0.324786,0.406455,0.557671,0.613410
1255,0.161883,0.181636,0.251872,0.324752,0.406119,0.556397,0.613408
1256,0.161724,0.182303,0.251938,0.324016,0.407689,0.556110,0.614072
1257,0.160603,0.181663,0.252073,0.323428,0.408057,0.557023,0.611794
1258,0.160461,0.182205,0.252429,0.324101,0.407745,0.557864,0.613732
1259,0.161145,0.181814,0.252435,0.324507,0.408380,0.558642,0.612637
1260,0.160871,0.182800,0.252774,0.324765,0.409071,0.555326,0.612142
